,Reg no.,Name,Incorp-orated,Dissolved,Type
2812,2915323,ALTAY DEVELOPMENT LIMITED,2020-01-30,,"Private, ltd by shares"
2813,2915322,ALTAY TRADING LIMITED,2020-01-30,,"Private, ltd by shares"
2814,2953156,"Altea (Hongkong) Co., Limited",2020-06-18,,"Private, ltd by shares"
2815,2940078,Altemis Limited,2020-05-08,,"Private, ltd by shares"
2816,2987394,Alter You Capital Limited,2020-10-23,,"Private, ltd by shares"
2817,2915324,Altera Advisors Limited,2020-01-30,,"Private, ltd by shares"
2818,2914061,"Alterio International Limited
傲達國際有限公司",2020-01-21,,"Private, ltd by shares"
2819,2968788,"Alternate Concepts Pro Limited
亦想專業有限公司",2020-08-17,,"Private, ltd by shares"
2820,2987892,Alternate Events Asia Limited,2020-10-27,,"Private, ltd by shares"
2821,2922854,"ALTERNATIVE DATA LIMITED (HK)
另類數據有限公司",2020-03-11,,"Private, ltd by shares"
2822,2922249,Alternative Enterprises (HK) Limited,2020-03-10,,"Private, ltd by shares"
2823,2916262,"Alternis Medical Limited
奧德斯醫療有限公司",2020-02-14,,"Private, ltd by shares"
2824,2945225,AlterSmith Group Limited,2020-05-26,,"Private, ltd by shares"
2825,2995943,"Alti-Link Communication Co., Limited
天海信通科技有限公司",2020-11-20,,"Private, ltd by shares"
2826,2978833,Altin Commercial Limited,2020-09-18,,"Private, ltd by shares"
2827,2985122,ALTISSIMA LIMITED,2020-10-15,,"Private, ltd by shares"
2828,2920838,"Altitude Bio-Technology Limited
緯度生物科技有限公司",2020-03-04,,"Private, ltd by shares"
2829,2940137,"ALTITUDE SOURCE LIMITED
智高富源有限公司",2020-05-08,,"Private, ltd by shares"
2830,2958214,ALTO Consulting Limited,2020-07-07,,"Private, ltd by shares"
2831,2987626,"Alto Limited
傲途有限公司",2020-10-23,,"Private, ltd by shares"
2832,2995763,"Alto Physiotherapy and Rehabilitation Services Limited
澳拓物理治療及復康服務有限公司",2020-11-20,,"Private, ltd by shares"
2833,2967312,Alto Products (HK) Limited,2020-08-12,,"Private, ltd by shares"
2834,2993171,"ALTO S. A. (CHINA) LIMITED
奧托物流（中國）有限公司",2020-11-12,,"Private, ltd by shares"
2835,2908675,ALTOS IMAGES COMPANY LIMITED,2020-01-04,,"Private, ltd by shares"
2836,2972296,"AltQuest GP I, Limited",2020-08-28,,"Private, ltd by shares"
2837,LF7266012,AltQuest I LPF,2020-09-11,,Limited Partnership Fund
2838,LF7266013,AltQuest II LPF,2020-09-11,,Limited Partnership Fund
2839,2960444,Altran Magnetics (HongKong) Limited,2020-07-14,,"Private, ltd by shares"
2840,2993372,"ALTRON JUDO LIMITED
奧創柔道有限公司",2020-11-12,,Ltd by guarantee
2841,2927021,Altros Trade Limited,2020-03-26,,"Private, ltd by shares"
2842,2909067,"ALTRUISM INVESTMENT LIMITED
富利眾投資有限公司",2020-01-06,,"Private, ltd by shares"
2843,2992539,Altruspecs Limited,2020-11-10,,"Private, ltd by shares"
2844,2962830,AltsGuru Strategic Consulting Limited,2020-07-24,,"Private, ltd by shares"
2845,2998892,"Altus Abundant Spring International Limited
佳順源國際有限公司",2020-12-01,,
2846,2947918,ALUCHEM INDUSTRY COMPANY LIMITED,2020-06-03,,"Private, ltd by shares"
2847,2935887,"ALUCOTOP INDUSTRIAL LIMITED
亞路高得實業有限公司",2020-04-24,,"Private, ltd by shares"
2848,2976815,"Aluguard building material CO., LIMITED",2020-09-11,,"Private, ltd by shares"
2849,2985285,Aluha Co. Limited,2020-10-15,,"Private, ltd by shares"
2850,2967708,"AluHouse Property Holdings Limited
鋁遊家物業有限公司",2020-08-13,,"Private, ltd by shares"
2851,2992223,Alumano Limited,2020-11-09,,"Private, ltd by shares"
2852,2922601,"ALUMETAL MATERIALS (HK) CO., LIMITED",2020-03-11,,"Private, ltd by shares"
2853,2985081,Alumni Services Limited,2020-10-15,,"Private, ltd by shares"
2854,2996284,"Alva Harold International Limited
炫栢國際有限公司",2020-11-23,,"Private, ltd by shares"
2855,2978252,Alveus Lab Limited,2020-09-17,,"Private, ltd by shares"
2856,2967914,"Alvin Chu Kai Fung Foundation Limited
朱棨峯基金會有限公司",2020-08-13,,"Private, ltd by shares"
2857,2961921,Alvin Happy Company Limited,2020-07-20,,"Private, ltd by shares"
2858,3005395,"ALVIN INVESTMENT LIMITED
捷航投資有限公司",2020-12-28,,
2859,2961927,Alvin Leung Chun Yip Company Limited,2020-07-20,,"Private, ltd by shares"
2860,2961929,AlvinLeung Company Limited,2020-07-20,,"Private, ltd by shares"
2861,2990392,"ALVINSON LIMITED
愛爾文森有限公司",2020-11-03,,"Private, ltd by shares"
2862,2957340,"ALWAYS (WITH US) COMPANY LIMITED
伴日有限公司",2020-07-03,,"Private, ltd by shares"
2863,2932334,"ALWAYS FULL CATERING COMPANY LIMITED
滿客餐飲有限公司",2020-04-16,,"Private, ltd by shares"
2864,2917457,"Always Glory International Co., Limited
傲瑋國際有限公司",2020-02-21,,"Private, ltd by shares"
2865,2991744,"ALWAYS SURPLUS LIMITED
百鴻有限公司",2020-11-06,,"Private, ltd by shares"
2866,2989297,"ALWAYS WINNER LIMITED
長冠有限公司",2020-10-30,,"Private, ltd by shares"
2867,2950447,"ALWAYSWIN CONSULTANCY LIMITED
立永顧問有限公司",2020-06-10,,"Private, ltd by shares"
2868,2971117,"ALWEFAQ TRADING CO., LIMITED
威伐貿易有限公司",2020-08-25,,"Private, ltd by shares"
2869,2975584,"ALXC international trade Limited
速易達國際貿易有限公司",2020-09-08,,"Private, ltd by shares"
2870,2967568,"ALXIN Development Limited
鋁信發展有限公司",2020-08-12,,"Private, ltd by shares"
2871,2962413,"ALXIN Investment Limited
鋁信投資有限公司",2020-07-22,,"Private, ltd by shares"
2872,2958939,ALXZA HK LIMITED,2020-07-09,,"Private, ltd by shares"
2873,2992022,ALY Product Company Limited,2020-11-09,,"Private, ltd by shares"
2874,2997907,"ALYASER TRADING CO., LIMITED
亞思爾貿易有限公司",2020-11-27,,
2875,2983154,AM & ML TAM LIMITED,2020-10-07,,Ltd by guarantee
2876,2962317,"AM & TT ENTERPRISES LIMITED
雅米特企業有限公司",2020-07-22,,"Private, ltd by shares"
2877,2972228,"AM BEST LIMITED
泰盈有限公司",2020-08-28,,"Private, ltd by shares"
2878,2918756,AM HOLDING GROUP LIMITED,2020-02-26,,"Private, ltd by shares"
2879,2981944,AM Morgen Limited,2020-09-30,,"Private, ltd by shares"
2880,2907968,"AM NET TECHNOLOGY LIMITED
智網(香港)技術有限公司",2020-01-02,,"Private, ltd by shares"
2881,2953066,AM Prime Limited,2020-06-18,,"Private, ltd by shares"
2882,2957789,AMA CAPITAL LIMITED (HK),2020-07-06,,"Private, ltd by shares"
2883,2925284,AMA GARAGE LIMITED,2020-03-20,,"Private, ltd by shares"
2884,2933247,"AMA GOGO LIMITED
亞馬高高有限公司",2020-04-17,,"Private, ltd by shares"
2885,2972560,AMA GOODIES LIMITED,2020-08-28,,"Private, ltd by shares"
2886,2971960,"AMA HOLDING LIMITED
阿瑪控股有限公司",2020-08-27,,"Private, ltd by shares"
2887,2925967,AMA HOME LIMITED,2020-03-23,,"Private, ltd by shares"
2888,2942784,AMACO GROUP LIMITED,2020-05-18,,"Private, ltd by shares"
2889,2929559,"AMAIN ENGINEERING DEVELOPMENT LIMITED
君龢工程發展有限公司",2020-04-06,,"Private, ltd by shares"
2890,2936148,AMALGAMA ASIA LIMITED,2020-04-27,,"Private, ltd by shares"
2891,2976918,Amalgamated Finance Limited (HK),2020-09-11,,"Private, ltd by shares"
2892,2925166,"Amali International Limited
阿瑪里國際有限公司",2020-03-19,,"Private, ltd by shares"
2893,2923648,AMANA GENERAL TRADE COMPANY LIMITED,2020-03-13,,"Private, ltd by shares"
2894,2939216,Amanah Consulting HK Limited,2020-05-07,,"Private, ltd by shares"
2895,2973957,Amanah Forex Limited,2020-09-02,,"Private, ltd by shares"
2896,2937491,"AMANDA INTERNATIONAL PRIVATE LIMITED
阿曼達貿易有限公司",2020-04-29,,"Private, ltd by shares"
2897,2921866,"AMANDA LIMITED (HK)
亞萬達有限公司",2020-03-09,,"Private, ltd by shares"
2898,2918684,Amani Gold Hong Kong Limited,2020-02-26,,"Private, ltd by shares"
2899,3005959,"Amanni Shoeswear Co., Limited
意大利阿曼尼鞋服有限公司",2020-12-30,,
2900,2959824,"amanokoe Limited
天之聲有限公司",2020-07-12,,"Private, ltd by shares"
2901,2957969,AMARANTINE INTERNATIONAL HOLDINGS COMPANY LIMITED,2020-07-07,,"Private, ltd by shares"
2902,2994878,"Amare International Limited
夢盈國際有限公司",2020-11-18,,"Private, ltd by shares"
2903,2980511,Amarillo Systems Limited,2020-09-25,,"Private, ltd by shares"
2904,2935868,"AMART (HK) LIMITED
大鴨梨(香港)貿易有限公司",2020-04-24,,"Private, ltd by shares"
2905,2926814,Amarushaya Limited,2020-03-25,,"Private, ltd by shares"
2906,2989191,AMARYLLIS INSURANCE BROKERS LIMITED,2020-10-30,,"Private, ltd by shares"
2907,2941931,"Amas Technology Co., Limited
阿瑪仕科技有限公司",2020-05-15,,"Private, ltd by shares"
2908,2985482,"Amasing Limited
亞美城有限公司",2020-10-16,,"Private, ltd by shares"
2909,2956665,"AMASS ADVERTISING LIMITED
富滙廣告有限公司",2020-07-02,,"Private, ltd by shares"
2910,2990431,Amass by AS Limited,2020-11-03,,"Private, ltd by shares"
2911,2982526,"Amass Packaging Co., Limited
華宏印刷包裝有限公司",2020-10-05,,"Private, ltd by shares"
2912,2953293,"AMAWA SCIENCE AND TECHNOLOGY LIMITED
艾美吉華科技(香港)有限公司",2020-06-19,,"Private, ltd by shares"
2913,2950612,Amax Design & Build Limited,2020-06-11,,"Private, ltd by shares"
2914,2909972,Amaz Global Limited,2020-01-08,,"Private, ltd by shares"
2915,2909966,Amaz Power Limited,2020-01-08,,"Private, ltd by shares"
2916,2945896,Amazbit Technologies Limited,2020-05-27,,"Private, ltd by shares"
2917,2920770,"AMAZE TRADING LIMITED
迷宮貿易有限公司",2020-03-04,,"Private, ltd by shares"
2918,2982810,"Amaze Z Consultant Limited
艾思顧問有限公司",2020-10-06,,"Private, ltd by shares"
2919,2928476,AMAZED EDUCATION GROUP LIMITED,2020-03-31,,"Private, ltd by shares"
2920,2928406,AMAZED GROUP LIMITED,2020-03-31,,"Private, ltd by shares"
2921,2988477,Amazin Consultants Limited,2020-10-28,,"Private, ltd by shares"
2922,2936042,AMAZING BUILT INTERNATIONAL MARKETING LIMITED,2020-04-25,,"Private, ltd by shares"
2923,2917783,AMAZING CASPIAN COMPANY LIMITED,2020-02-24,,"Private, ltd by shares"
2924,2974771,"Amazing Channel (HK) Limited
新網路有限公司",2020-09-04,,"Private, ltd by shares"
2925,2999313,"Amazing Communications Consultants Limited
神奇顧問有限公司",2020-12-02,,
2926,2946226,"Amazing Craft House Limited
手作仔工作室有限公司",2020-05-28,,"Private, ltd by shares"
2927,2926112,"AMAZING CULTURE TECHNOLOGY LIMITED
奇妙文化科技有限公司",2020-03-24,,"Private, ltd by shares"
2928,2926397,"Amazing Day Import And Export Trading Co., Limited",2020-03-24,,"Private, ltd by shares"
2929,2979221,"AMAZING DELIGHT INVESTMENTS LIMITED
秀悅投資有限公司",2020-09-21,,"Private, ltd by shares"
2930,2980250,"AMAZING E-COMMERCE INTERNATIONAL LIMITED
優品跨境電子商務有限公司",2020-09-24,,"Private, ltd by shares"
2931,2938289,"Amazing E-commerce Limited
獨角獸電子商貿有限公司",2020-05-05,,"Private, ltd by shares"
2932,2968935,"Amazing English Limited
易美教育集團有限公司",2020-08-18,,"Private, ltd by shares"
2933,2999573,Amazing Factory Limited (The),2020-12-03,,
2934,2940954,"Amazing Gaming HK Limited
驚奇遊戲有限公司",2020-05-12,,"Private, ltd by shares"
2935,2965584,"Amazing Grace Education Limited
恩典教育及心理顧問中心有限公司",2020-08-05,,"Private, ltd by shares"
2936,2975067,"AMAZING GRACE ENGINEERING (HK) CO., LIMITED
滿溢工程(香港)有限公司",2020-09-07,,"Private, ltd by shares"
2937,2967109,"AMAZING GRANT WORLDWIDE LIMITED
美收環球有限公司",2020-08-11,,"Private, ltd by shares"
2938,2990442,Amazing Growth Co Limited,2020-11-03,,"Private, ltd by shares"
2939,2908167,"AMAZING HEALTH SCIENCE INTERNATIONAL COMPANY LIMITED
美贊健康科學國際有限公司",2020-01-03,,"Private, ltd by shares"
2940,3001461,"AMAZING HERO LIMITED
華杰有限公司",2020-12-11,,
2941,2998637,"AMAZING HOME FURNITURE (HK) LIMITED
傑亨傢俱(香港)有限公司",2020-12-01,,
2942,2922365,"AMAZING HOTPOT LIMITED
非凡火鍋有限公司",2020-03-10,,"Private, ltd by shares"
2943,2930647,"Amazing House Limited
奇貨屋有限公司",2020-04-09,,"Private, ltd by shares"
2944,2957479,"Amazing Industrial Development Limited
明德實業發展有限公司",2020-07-06,,"Private, ltd by shares"
2945,2994424,"AMAZING INTERNATIONAL INDUSTRIAL CO., LIMITED
亞美星國際有限公司",2020-11-17,,"Private, ltd by shares"
2946,2945620,"Amazing J Building Material Co., Limited
艾傑建築材料有限公司",2020-05-27,,"Private, ltd by shares"
2947,2911212,AMAZING JUPITER LIMITED,2020-01-13,,"Private, ltd by shares"
2948,2949887,"AMAZING LINK LIMITED
精聯(香港)有限公司",2020-06-09,,"Private, ltd by shares"
2949,2929008,"Amazing Major Group Limited
恩之選集團有限公司",2020-04-02,,"Private, ltd by shares"
2950,2920123,AMAZING MEDICAL LIMITED (HK),2020-03-02,,"Private, ltd by shares"
2951,2931186,"AMAZING PAWNSHOP LIMITED
驚世押業有限公司",2020-04-14,,"Private, ltd by shares"
2952,2959149,AMAZING PAY LIMITED,2020-07-09,,"Private, ltd by shares"
2953,2940999,"Amazing Plastic Co., Limited
美森塑業有限公司",2020-05-12,,"Private, ltd by shares"
2954,2987803,"AMAZING PRODUCTS INTERNATIONAL LIMITED
神奇產品國際有限公司",2020-10-26,,"Private, ltd by shares"
2955,2937005,"Amazing Sailing Education Limited
奇迹恩典帆船教育培訓有限公司",2020-04-28,,"Private, ltd by shares"
2956,2969312,"AMAZING SCENE HK LIMITED
熙瑜攻略有限公司",2020-08-19,,"Private, ltd by shares"
2957,2979448,"AMAZING SOLUTION INVESTMENTS LIMITED
艾美斯環保方案投資有限公司",2020-09-22,,"Private, ltd by shares"
2958,2965516,"Amazing Success Limited
傳奇資本有限公司",2020-08-05,,"Private, ltd by shares"
2959,2930441,"Amazing Supply Chain Management Co., Limited
魅姿供應鏈管理有限公司",2020-04-08,,"Private, ltd by shares"
2960,2940314,AMAZING SUPPLY ENTERPRISES LIMITED,2020-05-09,,"Private, ltd by shares"
2961,2988184,Amazing Technology Trading Company Limited,2020-10-27,,"Private, ltd by shares"
2962,2913838,"AMAZING TRADING CO., LIMITED
驚世貿易有限公司",2020-01-21,,"Private, ltd by shares"
2963,2945717,Amazing Trading HK Limited,2020-05-27,,"Private, ltd by shares"
2964,2944629,"Amazing Ways To Music Limited
同陶共樂有限公司",2020-05-22,,Ltd by guarantee
2965,2998141,"Amazingfox Holding Group Limited
香港神狐控股集團有限公司",2020-11-27,,
2966,2919624,"AmazingGlory Limited
夢幻榮耀有限公司",2020-02-28,,"Private, ltd by shares"
2967,2969897,"Amazingstep Solutions Limited
天階方案有限公司",2020-08-20,,"Private, ltd by shares"
2968,2971471,Amazink Interior & Contracting Company Limited,2020-08-26,,"Private, ltd by shares"
2969,2927633,"Amazon Finance Limited
亞馬遜財務有限公司",2020-03-27,,"Private, ltd by shares"
2970,3003193,"Amazon Transportation Company Limited
亞馬遜運輸有限公司",2020-12-18,,
2971,2933982,AMBALA ASIA GROUP (HK) LIMITED,2020-04-20,,"Private, ltd by shares"
2972,2942781,"AMBC INTERNATIONAL INDUSTRIAL GROUP LIMITED
非中礦業國際實業集團有限公司",2020-05-18,,"Private, ltd by shares"
2973,2930482,"AMBEI TRADING CO., LIMITED
安佰貿易有限公司",2020-04-08,,"Private, ltd by shares"
2974,2952915,"Amber Asia Consultancy Limited
安栢亞洲顧問有限公司",2020-06-18,,"Private, ltd by shares"
2975,2978934,"Amber Builder Robotics Limited
安珀建築機器人有限公司",2020-09-21,,"Private, ltd by shares"
2976,2980565,Amber Capital Management Limited,2020-09-25,,"Private, ltd by shares"
2977,2994400,"Amber Credit Limited
琥珀信貸有限公司",2020-11-17,,"Private, ltd by shares"
2978,2911718,Amber Electronics Limited,2020-01-14,,"Private, ltd by shares"
2979,2941887,"Amber Food Limited
串串金食品有限公司",2020-05-14,,"Private, ltd by shares"
2980,2911280,"Amber Fusion Development Limited
珀滙發展有限公司",2020-01-13,,"Private, ltd by shares"
2981,2921310,AMBER HEALTH AND BEAUTY LIMITED,2020-03-05,,"Private, ltd by shares"
2982,2927922,"Amber Healthcare Limited
安珀護理有限公司",2020-03-30,,"Private, ltd by shares"
2983,2916810,Amber Hill Consultancy Limited,2020-02-18,,"Private, ltd by shares"
2984,2941994,"Amber Hill Financial Services Group Limited
安山金融服務集團有限公司",2020-05-15,,"Private, ltd by shares"
2985,2908385,"Amber Hill Global Investment Limited
安山環球投資有限公司",2020-01-03,,"Private, ltd by shares"
2986,2912387,Amber Hill Resources Limited,2020-01-15,,"Private, ltd by shares"
2987,2961887,"Amber Hill Smart Technology (Hong Kong) Limited
安山智慧科技（香港）有限公司",2020-07-20,,"Private, ltd by shares"
2988,2937050,Amber Hill Technology Limited,2020-04-28,,"Private, ltd by shares"
2989,2910137,Amber Initiative Limited,2020-01-09,,"Private, ltd by shares"
2990,2915618,"AMBER LEABON CO., LIMITED (HK)",2020-02-06,,"Private, ltd by shares"
2991,2933186,"AMBER SHINE HONG KONG LIMITED
珀耀香港有限公司",2020-04-17,,"Private, ltd by shares"
2992,2947004,"AMBER SOLUTIONS LIMITED
安柏策略有限公司",2020-06-01,,"Private, ltd by shares"
2993,2994790,AMBERGLADE GLOBAL LIMITED,2020-11-18,,"Private, ltd by shares"
2994,2959322,Ambers Corporation Limited,2020-07-10,,"Private, ltd by shares"
2995,2966580,"Ambers Heart Limited
珀沁有限公司",2020-08-10,,"Private, ltd by shares"
2996,2948810,"AMBERS INDUSTRY CO., LIMITED
安博斯實業有限公司",2020-06-04,,"Private, ltd by shares"
2997,2941594,"Amberstone Concepts Asia Limited
安柏概念亞洲有限公司",2020-05-14,,"Private, ltd by shares"
2998,2938160,Amberstone HK One Limited,2020-05-04,,"Private, ltd by shares"
2999,2994748,Ambertone Limited,2020-11-18,,"Private, ltd by shares"
3000,2986839,"AMBEST INTERNATIONAL LIMITED
香港嘉尚國際有限公司",2020-10-21,,"Private, ltd by shares"
3001,2939142,"Ambience International Limited
新氣象國際有限公司",2020-05-07,,"Private, ltd by shares"
3002,2933814,"Ambishi Tech Solutions Limited
垚鑫科技有限公司",2020-04-20,,"Private, ltd by shares"
3003,2924523,"Ambistudy HK Limited
志學香港有限公司",2020-03-18,,"Private, ltd by shares"
3004,2943912,"Ambition Corporate Services Limited
重遠企業服務有限公司",2020-05-21,,"Private, ltd by shares"
3005,3003732,"Ambition Microsystem (HK) Co., Limited
香港安必軒微電子技術有限公司",2020-12-21,,
3006,2993560,"Ambition Mind Holdings Co., LIMITED
安必信控股有限公司",2020-11-13,,"Private, ltd by shares"
3007,2984509,"AMBITIOUS (HK) LIMITED
凌雲中國控股有限公司",2020-10-12,,"Private, ltd by shares"
3008,2915356,AMBITUS INTERNATIONAL LIMITED,2020-01-31,,"Private, ltd by shares"
3009,2991782,Ambivalent Limited,2020-11-06,,"Private, ltd by shares"
3010,2988852,"Amble International Limited
磅礡國際有限公司",2020-10-29,,"Private, ltd by shares"
3011,2996046,"AMBO CENTURY LIMITED
銀保百世有限公司",2020-11-23,,
3012,2912352,"Ambopteryx Biosensing Limited
渾元生物傳感科技有限公司",2020-01-15,,"Private, ltd by shares"
3013,2934752,"Ambrose Lifting Equipment Limited
安迪斯起重工具有限公司",2020-04-22,,"Private, ltd by shares"
3014,2912578,Ambrosia Catering Limited,2020-01-16,,"Private, ltd by shares"
3015,2970346,Ambrosios Company Limited,2020-08-21,,"Private, ltd by shares"
3016,2962379,"AMC International Logistics (HK) Limited
鼎遠國際物流(香港)有限公司",2020-07-22,,"Private, ltd by shares"
3017,2975790,AMC LOGISTICS LIMITED (HK),2020-09-08,,"Private, ltd by shares"
3018,3004879,"AMCC Asia Limited
艾姆希希有限公司",2020-12-24,,
3019,2960201,AMCF HOLDING LIMITED,2020-07-14,,"Private, ltd by shares"
3020,2909873,"Amchi Gendynamy Science Institute Limited
美華基因動力科學研究院有限公司",2020-01-08,,"Private, ltd by shares"
3021,2956088,AMD CREATIONS LIMITED,2020-06-30,,"Private, ltd by shares"
3022,2986010,AMD Fine Arts Limited,2020-10-19,,"Private, ltd by shares"
3023,2952360,AMD Gallery HK Limited,2020-06-17,,"Private, ltd by shares"
3024,2959125,Ame'lie Florist Limited,2020-07-09,,"Private, ltd by shares"
3025,2974661,Ameba Solution Limited,2020-09-04,,"Private, ltd by shares"
3026,2990807,AMEEN IMPORT AND EXPORT COMPANY LIMITED,2020-11-04,,"Private, ltd by shares"
3027,2922902,"AMEKU FOOD AND LOGISTICS SERVICES CO. LIMITED
天久食品服務有限公司",2020-03-12,,"Private, ltd by shares"
3028,2931167,"Amel Company Limited
阿美爾有限公司",2020-04-14,,"Private, ltd by shares"
3029,3006680,"AMELIE FURNITURE COMPANY LIMITED
愛思美傢俱有限公司",2020-12-31,,
3030,3000564,AMELIE PARIS LIMITED,2020-12-08,,
3031,2923224,"Amen Properties Limited
順展地產有限公司",2020-03-12,,"Private, ltd by shares"
3032,2955590,"Amendment Pharmaceutical International Co., Limited
修正藥業國際股份有限公司",2020-06-29,,"Private, ltd by shares"
3033,2933513,"AMERACIN KUNSLAN (PLANT) GROUP CO., LIMITED
美國昆士蘭植物集團有限公司",2020-04-20,,"Private, ltd by shares"
3034,2956830,"AMERICA ASTON GROUP (HONG KONG) CO., LIMITED
美國阿斯頓集團(香港)股份有限公司",2020-07-03,,"Private, ltd by shares"
3035,3006285,"AMERICA BABI CHILDREN PRODUCTS LIMITED (b2020-12-30)
美國芭比兒童用品有限公司",2020-12-30,,
3036,2939042,"America Bitlaw International Blockchain (HongKong) Holdings Limited
美國比特勞國際區塊鏈(香港)股份有限公司",2020-05-06,,"Private, ltd by shares"
3037,2961895,"America Cartersheng Petrochemical Co., Limited
美國卡特勝牌石化有限公司",2020-07-20,,"Private, ltd by shares"
3038,2983757,"America DuBang Coating International Limited
美國杜邦塗料國際有限公司",2020-10-09,,"Private, ltd by shares"
3039,2930872,"America Edemo Group Co., Limited
美國埃德蒙集團有限公司",2020-04-09,,"Private, ltd by shares"
3040,2978260,"America Hermax Co., Limited
美國赫馬卡斯服務貿易有限公司",2020-09-17,,"Private, ltd by shares"
3041,2970723,"America Keston Petroleum Group Co., Limited
美國凱斯盾石油集團有限公司",2020-08-24,,"Private, ltd by shares"
3042,3006530,"America Lansense Medicines Limited
美國籃森醫藥有限公司",2020-12-31,,
3043,3001278,"AMERICA LONGBAOLUO INTERNATIONAL GROUP LIMITED
美國龍保羅國際集團有限公司",2020-12-10,,
3044,2998561,"AMERICA NEW POWER INTERNATIONAL GROUP CO., LIMITED
美國新動力國際集團有限公司",2020-11-30,,
3045,2996321,"AMERICA PAUL INDUSTRY DEVELOPMENT LIMITED
美國保羅實業發展有限公司",2020-11-23,,
3046,3000280,"America Paul International Investment Limited
美國保羅國際投資有限公司",2020-12-07,,
3047,2932878,"America Rockwell Industrial Development Co., Limited
美國洛克威爾工業發展有限公司",2020-04-17,,"Private, ltd by shares"
3048,2949156,"AMERICA SMITH CO., LIMITED
美國史密斯有限公司",2020-06-05,,"Private, ltd by shares"
3049,2937243,"AMERICA SMITH KITCHEN TECHNOLOGY LIMITED
美國史密斯廚衛科技有限公司",2020-04-29,,"Private, ltd by shares"
3050,2994357,"AMERICA SUHE FSMP CO., LIMITED
美國素合特醫食品有限公司",2020-11-16,,"Private, ltd by shares"
3051,2954415,"America XinBaiLun Technology Development Co., Limited
美國新百倫科技發展有限公司",2020-06-23,,"Private, ltd by shares"
3052,2959511,"American Adidas Sporting Goods Limited
美國阿迪達斯體育用品有限公司",2020-07-10,,"Private, ltd by shares"
3053,2972983,"American Aokang International Co., Limited
美國奧康國際有限公司",2020-08-31,,"Private, ltd by shares"
3054,2953678,"American Barton Chemical Fertilizer Co., Limited
美國巴頓化肥有限公司",2020-06-20,,"Private, ltd by shares"
3055,2963369,"AMERICAN BOLINGXING SPORTING GOODS LIMITED
美國博琳興體育用品有限公司",2020-07-27,,"Private, ltd by shares"
3056,2952582,"American Champions League (International) Limited
美國冠軍聯盟(國際)有限公司",2020-06-17,,"Private, ltd by shares"
3057,2924973,"AMERICAN CHENGYI GROUP (HONG KONG) LIMITED
美國誠億集團(香港)有限公司",2020-03-19,,"Private, ltd by shares"
3058,3001218,"American Communication Tower Limited
美洲通信鐵塔股份有限公司",2020-12-10,,
3059,2943175,"AMERICAN COUREEN KALTOON (HONGKONG) LIMITED
美國凱文克萊(香港)有限公司",2020-05-19,,"Private, ltd by shares"
3060,2944645,"American Eagle brand Co., Limited
美國老鷹品牌有限公司",2020-05-22,,"Private, ltd by shares"
3061,2996512,"American Edu Group Co., Limited
美國意督集團有限公司",2020-11-24,,
3062,2996500,"American Fengchuang Group Co., Limited
美國峰創集團有限公司",2020-11-24,,
3063,2907701,"AMERICAN GENERAL NEW ENERGY HOLDING CO., LIMITED
美國通用新能源控股有限公司",2020-01-02,,"Private, ltd by shares"
3064,2912665,"American GeSheng Industrial Limited
美國歌聖實業有限公司",2020-01-16,,"Private, ltd by shares"
3065,2986728,"AMERICAN HAORUNDA PETROCHEMICAL GROUP (CHINA) CO., LIMITED
美國豪潤達石油化工集團(中國)有限公司",2020-10-21,,"Private, ltd by shares"
3066,2925805,"American High-Tech Biopharmaceutical Group Co., Limited
美國高科生物製藥集團有限公司",2020-03-23,,"Private, ltd by shares"
3067,2921231,"AMERICAN INTERNATIONAL INSURANCE GROUP LIMITED
美國國際保險集團有限公司",2020-03-05,,"Public, ltd by shares"
3068,2944270,"American KC (HK) Industry Limited
美國科創(香港)實業有限公司",2020-05-22,,"Private, ltd by shares"
3069,2927098,American Kdl Group Limited,2020-03-26,,"Private, ltd by shares"
3070,2919160,"American Liannong International Chemical Holding Group Co., Limited
美國聯農國際化工控股集團有限公司",2020-02-26,,"Private, ltd by shares"
3071,2948894,"American Machine Kit Innovation Co., Limited",2020-06-05,,"Private, ltd by shares"
3072,2998877,American Medical Association Limited,2020-12-01,,
3073,2995651,"American Pecar Group Co., Limited
美國佩卡集團有限公司",2020-11-20,,"Private, ltd by shares"
3074,2965111,"American Peter Raven Plant Nutrition International Group Co., Limited
美國彼得雷文植物營養國際集團有限公司",2020-08-04,,"Private, ltd by shares"
3075,2950701,"AMERICAN PLAYBOY GROUP INTERNATIONAL LIMITED
美國花花公子集團國際有限公司",2020-06-11,,"Private, ltd by shares"
3076,2928020,"American Power Train China Shares Limited
美國動力火車中國股份有限公司",2020-03-30,,"Private, ltd by shares"
3077,2994139,"American Power Train Limited
美國動力火車有限公司",2020-11-16,,"Private, ltd by shares"
3078,2984199,"American Power Train Wine Co., Limited
美國動力火車酒業有限公司",2020-10-12,,"Private, ltd by shares"
3079,2923615,"American Shenhang Group Co., Limited
美國深航集團有限公司",2020-03-13,,"Private, ltd by shares"
3080,2988340,"American Simmons Mattress Co., Limited
美國席夢思床墊有限公司",2020-10-28,,"Private, ltd by shares"
3081,2912673,"American Sinuo Industrial Limited
美國思恩諾實業有限公司",2020-01-16,,"Private, ltd by shares"
